PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCION;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;CODIGO;NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;PUNO;PUNO;GD-4;3265;SIMON BOLIVAR;I-3;SIN PRESUPUESTO;NO;NO;-1586454333;-7001235833;ASENTAMIENTO HUIMANO SIMON BOLIVAR MANZANA Ñ LOTE 9
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;PUNO;PUNO;GD-3;3255;VALLECITO;I-3;SIN PRESUPUESTO;NO;NO;-1582941167;-70020545;BARRIO VALLECITO
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;PUNO;PUNO;GD-3;3266;VIRGEN DE LA CANDELARIA;I-2;SIN PRESUPUESTO;NO;NO;-1582896833;-7003500167;ALTO PUNO
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ANTONIO DE PUTINA;ANANEA;GD-4;3113;LUNAR DE ORO;I-2;SIN PRESUPUESTO;SI;NO;-14623165;-6945144667;CENTRO POBLADO LUNAR DE ORO
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CABANA;GD-5;3290;AYACACHI;I-1;SIN PRESUPUESTO;SI;NO;-1561652087;-7019416187;SECTOR  AYAGACHI
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CABANA;GD-5;3289;CABANA;I-3;SIN PRESUPUESTO;SI;NO;-1564963747;-7031799579;PROLONGACION LIMA S/N
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CABANILLAS;GD-5;3291;CABANILLAS;I-3;SIN PRESUPUESTO;SI;NO;-1563977211;-7034843352;AV. DEUSTUA Nº 400
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CABANILLAS;GD-5;3293;HUATAQUITA;I-1;SIN PRESUPUESTO;SI;NO;-1567932137;-7037849235;COMUNIDAD CAMPESINA HUATAQUITA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CABANILLAS;GD-5;3294;TINCOPALCA;I-1;SIN PRESUPUESTO;SI;NO;-1585941735;-7075359439;CENTRO POBLADO TINCOPALCA
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CARACOTO;GD-5;3296;CANCHI GRANDE;I-3;SIN PRESUPUESTO;SI;NO;-1547590325;-7004298376;CENTRO POBLADO CANCHI GRANDE
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CARACOTO;GD-4;3295;CARACOTO;I-3;SIN PRESUPUESTO;SI;NO;-1556985245;-7010251128;JR. PUNO S/N - CARACOTO
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;CARACOTO;GD-5;3298;SUCHIS;I-1;SIN PRESUPUESTO;SI;NO;-1555756588;-7002043383;CENTRO POBLADO MENOR SUCHIS
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3302;9 DE OCTUBRE;I-3;SIN PRESUPUESTO;NO;NO;-1550102712;-7011093011;JR. ALFONSO UGARTE 151 JULIACA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3303;CENTRAL ESQUEN;I-1;SIN PRESUPUESTO;NO;NO;-1552175813;-7017976686;SALIDA AREQUIPA KM 6 COM. CENTRAL ESQUEN
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3304;COLLANA JULIACA;I-1;SIN PRESUPUESTO;SI;NO;-1554870249;-7015193053;COMUNIDAD COLLANA JULIACA ANEXO ILO ILO
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3300;CONO SUR;I-4;SIN PRESUPUESTO;NO;NO;-1549956615;-7012985587;AV. MANUEL NUÑEZ BUTRON 134
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;15422;GUADALUPE;I-3;SIN PRESUPUESTO;NO;NO;-1547607025;-7010929357;JR. ESCURI S/N MANZANA B LOTE 1 -2 URBANIZACION ANEXO TAMBOPATA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3307;ISLA;I-2;SIN PRESUPUESTO;SI;NO;-154753026;-7026047882;KM 15 CENTRO POBLADO ISLA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3308;JORGE CHAVEZ;I-3;SIN PRESUPUESTO;NO;NO;-1548032349;-7013931455;JR. ANCASH S/N
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3306;LOS CHOFERES;I-3;SIN PRESUPUESTO;NO;NO;-1549796756;-7014355121;JR ESPINAL S/N
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3310;RANCHO PUCACHUPA;I-2;SIN PRESUPUESTO;SI;NO;-1543903137;-7023655403;COMUNIDAD CAMPAESINA RANCHO PUCACHUPA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3301;SANTA ADRIANA;I-4;SIN PRESUPUESTO;NO;NO;-1548412238;-7015438435;JR PACHACAMAC S/N
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3313;SANTA CATALINA;I-3;SIN PRESUPUESTO;NO;NO;-1547815406;-7014710242;JR CONJDORCANQUI MZA V-4
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3314;SANTA MARIA;I-3;SIN PRESUPUESTO;NO;NO;-1548702365;-701464084;JR CULTURA 235 SANTA MARIA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;JULIACA;GD-4;3316;UNOCOLLA;I-2;SIN PRESUPUESTO;SI;NO;-1543264619;-7018573532;COMUNIDAD UNOCOLLA SALIDA LAMPA KM8
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;SAN MIGUEL;GD-4;3305;CHINGORA;I-1;SIN PRESUPUESTO;SI;NO;-1537484688;-7014833109;COMUNIDAD CHINGORA
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;SAN MIGUEL;GD-5;13506;ESCURI;I-1;SIN PRESUPUESTO;NO;NO;-1546133961;-7013329981;C.P. ESCURI CORIHUATA
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;SAN MIGUEL;GD-4;3309;MARIANO MELGAR;I-3;SIN PRESUPUESTO;NO;NO;-1547227834;-7013631597;AYABACAS MZ-1
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;SAN MIGUEL;GD-4;3311;REVOLUCION;I-3;SIN PRESUPUESTO;NO;NO;-154800672;-7012664157;TRIUNFO
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;SAN ROMAN;SAN MIGUEL;GD-4;3317;VILCAPATA;I-2;SIN PRESUPUESTO;NO;NO;-1541957528;-700961408;URB. GUADALUPE K-14  - JULIACA
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SANDIA;LIMBANI;GD-5;3198;PACOPACUNI;I-1;SIN PRESUPUESTO;SI;NO;-138748627;-696686852;COMUNIDAD PACOPACUNI
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SANDIA;PATAMBUCO;GD-5;3191;PATAMBUCO;I-3;SIN PRESUPUESTO;SI;NO;-143592677;-6961373161;JR. SANDIA S/N PATAMBUCO
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SANDIA;PHARA;GD-5;3195;APOROMA;I-1;SIN PRESUPUESTO;SI;NO;-1402151667;-6948434;CENTRO POBLADO APOROMA
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;SANDIA;SAN JUAN DEL ORO;GD-4;3329;SAN JUAN DEL ORO;I-3;SIN PRESUPUESTO;SI;NO;-1421937094;-6915375588;JR.AGRICULTURA S/N
ENFERMERIA;SEDE CENTRAL;2;PUNO;GOBIERNO REGIONAL;PUNO;YUNGUYO;COPANI;GD-5;3341;COPANI;I-3;SIN PRESUPUESTO;SI;NO;-1639744833;-6904352333;AVENIDA PANAMERICANA S/N
ENFERMERIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;YUNGUYO;YUNGUYO;GD-5;3352;PAJJANA SAN AGUSTIN;I-1;SIN PRESUPUESTO;SI;NO;-1626196833;-6903532667;PAJANA SAN AGUSTIN SECTOR BELLAVISTA
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DE LA MARINA DE GUERRA DEL PERU;PUNO;PUNO;PUNO;GD-3;10079;POSTA NAVAL DE LA CAPITANIA DE PUERTO DE PUNO;I-2;SIN PRESUPUESTO;SI;NO;0;0;AV EL SOL 725 BARRIO PORTENO
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;PUNO;PUNO;PUNO;GD-4;10235;POLICLINICO DE SALUD PNP-PUNO;I-3;SIN PRESUPUESTO;NO;NO;-158416987;-700201942;AV. JULIACA S/N ALTO HUASCAR
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;PUNO;SAN ROMAN;JULIACA;GD-4;10236;POLICLINICO DE SALUD PNP - JULIACA;I-3;SIN PRESUPUESTO;NO;NO;-154996879;-70129653;JIRON NUEVA ZELANDA S/N CUADRA SEIS - LA CAPILLA
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;CHUCUITO;POMATA;GD-5;10889;SANIDAD DEL RBC Nº 9 POMATA;I-2;SIN PRESUPUESTO;NO;NO;-1631903934;-6925589785;CARRETERA PANAMERICA KM. 104 POMATA
ENFERMERIA;SEDE CENTRAL;1;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;EL COLLAO;CAPASO;GD-5;10886;ENFERMERIA RCB N°123 CHALLAPALCA;I-2;SIN PRESUPUESTO;NO;NO;-1723398833;-6979890635;COMUNIDAD CHALLAPALCA
ENFERMERIA;SEDE CENTRAL;1;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;EL COLLAO;ILAVE;GD-4;10885;ENFERMERIA DEL BIM 59 - ILAVE;I-2;SIN PRESUPUESTO;NO;NO;-1608228664;-6963465119;AV. EJERCITO S/N ILAVE
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;EL COLLAO;SANTA ROSA;GD-5;10882;ENFERMERIA DE LA ESCUELA DE MONTAÑA;I-2;SIN PRESUPUESTO;NO;NO;-158402218;-700218805;CENTRO POBLADO SANTA ROSA S/N, FUERTE MARISCAL CACERES
ENFERMERIA;SEDE CENTRAL;2;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;HUANCANE;HUANCANE;GD-5;10876;ENFERMERIA DEL BIM 21;I-2;SIN PRESUPUESTO;NO;NO;-1520521537;-6975825961;JR. AYACUCHO S/N
ENFERMERIA;SEDE CENTRAL;3;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;PUNO;PUNO;GD-4;21066;POLICLÍNICO MILITAR MANCO CÁPAC;I-3;SIN PRESUPUESTO;NO;NO;-158579331;-700082584;AV. EL EJÉRCITO S/N
ENFERMERIA;SEDE CENTRAL;1;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;SAN ROMAN;JULIACA;GD-3;10887;ENFERMERIA BING Nº 4;I-2;SIN PRESUPUESTO;NO;NO;-1549997221;-7013106384;JR. 7 DE JUNIO S/N - LA RINCONADA
ENFERMERIA;SEDE CENTRAL;1;PUNO;SANIDAD DEL EJERCITO DEL PERU;PUNO;SAN ROMAN;JULIACA;GD-3;10888;ENFERMERIA GAC Nº 4;I-2;SIN PRESUPUESTO;NO;NO;-154955688;-701266406;JR. RAMON CASTLLA S/N BARRIO ZARUMILLA-JULIACA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;BELLAVISTA;ALTO BIAVO;GD-4;6714;CENTRO AMERICA;I-1;SIN PRESUPUESTO;NO;NO;-756369177;-7650342076;CENTRO POBLADO CENTRO AMERICA (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;BELLAVISTA;HUALLAGA;GD-4;6565;AUCARARCA;I-1;SIN PRESUPUESTO;NO;NO;-741128667;-7656546546;CENTRO POBLADO AUCARARCA (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;BARRANQUITA;GD-3;6434;SANTIAGO DE BORJA;I-1;SIN PRESUPUESTO;NO;NO;-8352281;-76729516;LOCALIDAD SANTIAGO DE BORJA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;GD-3;6356;PAMASHTO;I-2;SIN PRESUPUESTO;NO;NO;-636191095;-7654630064;PAMASHTO
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;GD-3;6576;BALZAYACU;I-1;SIN PRESUPUESTO;NO;NO;-745035723;-7667098783;CENTRO POBLADO BALSAYACU (FRENTE A LA CARRETERA MARGINAL)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;GD-3;6715;PERLAMAYO;I-1;SIN PRESUPUESTO;NO;NO;-760665249;-7667734422;CENTRO POBLADO PERLAMAYO (FRENTE A LA CARRETERA MARGINAL)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-4;6568;DOS DE MAYO;I-1;SIN PRESUPUESTO;NO;NO;-718441663;-7706319787;CENTRO POBLADO DOS DE MAYO (FRENTE A LA ESCUELA PRIMARIA)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-4;6556;MIRAFLORES;I-1;SIN PRESUPUESTO;SI;NO;-738599481;-767042561;CENTRO POBLADO MIRAFLORES (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-3;6571;PIZARRO;I-1;SIN PRESUPUESTO;NO;NO;-725018005;-7698517234;CENTRO POBLADO PIZARRO (CERCA A LA PLAZA)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-4;6555;SHEPTE;I-1;SIN PRESUPUESTO;SI;NO;-741150754;-7672853636;CENTRO POBLADO SHEPTE (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6551;CAYENA;I-1;SIN PRESUPUESTO;NO;NO;-726515357;-7672328143;CENTRO POBLADO CAYENA (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6553;HUAYABAMBA;I-1;SIN PRESUPUESTO;NO;NO;-725895391;-7673500551;JR. CARRETERA MARGINAL SN - FRENTE A LA CARRETERA MARGINAL FERNANDO BELAUNDE TERRY
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6552;HUINGUILLO;I-1;SIN PRESUPUESTO;NO;NO;-734536946;-7668015105;CENTRO POBLADO HUINGUILLO (FRENTE A LA CARRETERA MARGINAL)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6549;LA VICTORIA;I-1;SIN PRESUPUESTO;NO;NO;-715853402;-7672474081;BARRIO LA VICTORIA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6550;QUINILLA;I-1;SIN PRESUPUESTO;NO;NO;-735578772;-7667379637;CENTRO POBLADO QUINILLA (FRENTE A LA CARRETERA MARGINAL)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;6554;VILLA PRADO;I-1;SIN PRESUPUESTO;NO;NO;-714014239;-7670108556;JR. VILLAPRADO SN - FRENTE AL CAMPO DEPORTIVO
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PACHIZA;GD-4;6573;ALTO EL SOL;I-1;SIN PRESUPUESTO;NO;NO;-730018754;-7679371906;CENTRO POBLADO ALTO EL SOL (FRENTE AL CAMPO DEPORTIVO)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PACHIZA;GD-4;6558;SAN JUAN DEL CAÑO;I-1;SIN PRESUPUESTO;NO;NO;-721974571;-7680953284;CENTRO POBLADO SAN JUAN DEL CAÑO (FRENTE A LA ESCUELA PRIMARIA)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PAJARILLO;GD-4;6560;ARMAYARI;I-1;SIN PRESUPUESTO;NO;NO;-72936426;-7670383889;CENTRO POBLADO ARMAYARI (CERCA A LA ESCUELA PRIMARIA)
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;CALZADA;GD-3;6331;SANTA ROSA BAJO TANGUMI;I-1;SIN PRESUPUESTO;NO;NO;-596787;-7714102;CENTRO POBLADO SANTA ROSA BAJO TANGUMÍ
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;JEPELACIO;GD-3;6339;SHUCSHUYACU;I-2;SIN PRESUPUESTO;NO;NO;-615629375;-7689500668;JR. PANAMERICA S/N
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-2;6316;TAHUISHCO;I-1;SIN PRESUPUESTO;NO;NO;-602317442;-769667939;JR. EDMUNDO DEL AGUILA S/N
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;SORITOR;GD-3;6332;SORITOR;I-4;SIN PRESUPUESTO;NO;NO;-613667667;-7710437333;JR. AREQUIPA CDRA. 1
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;GD-3;6283;HOSPITAL RURAL NUEVA CAJAMARCA;I-4;SIN PRESUPUESTO;NO;NO;-593988648;-7730657775;JR. PIURA N° 718/JR. SAN LUIS
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;PARDO MIGUEL;GD-4;6303;CENTRO DE NARANJOS;I-4;SIN PRESUPUESTO;NO;NO;-573767071;-775042021;JR. COMERCIO 171
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;GD-3;6366;LAS PALMAS;I-1;SIN PRESUPUESTO;NO;NO;-653162807;-7634645313;CARRETERA FERNANDO BELAUNDE TERRY MARGINAL SUR KM 05
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;SAN ANTONIO;GD-3;6384;SAN ANTONIO DE CUMBAZA;I-3;SIN PRESUPUESTO;NO;NO;-640631171;-7641015916;JR. COMERCIO N° 500 - LA BAJADA- SAN ANTONIO DE CUMBAZA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;TARAPOTO;GD-2;6363;ATUMPAMPA;I-2;SIN PRESUPUESTO;NO;NO;-649117631;-7638191502;JR. COLON N° 560 CP ATUMPAMPA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;TARAPOTO;GD-2;6371;HUAYCO TARAPOTO;I-2;SIN PRESUPUESTO;NO;NO;-650206167;-7636750333;JR. ABANCAY N° 445 HUAYCO
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;TARAPOTO;GD-2;6373;SANTA ROSA DE CUMBAZA;I-1;SIN PRESUPUESTO;NO;NO;-652788;-7637722167;JR. LA UNION C-2 CP SANTA ROSA DE CUMBAZA
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DE LA FUERZA AEREA DEL PERU;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;18555;SANIDAD AGRAJ;I-2;SIN PRESUPUESTO;NO;NO;-717614336;-7673470384;JIRON LORETO S/N  BASE FUERZA AEREA DEL PERU
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DE LA FUERZA AEREA DEL PERU;SAN MARTIN;SAN MARTIN;TARAPOTO;GD-2;15840;SANIDAD FAP TARAPOTO;I-2;SIN PRESUPUESTO;NO;NO;-651389567;-7636917005;AV. AVIACION S/N
ENFERMERIA;SEDE CENTRAL;2;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-2;18077;POLICLINICO POLICIAL MOYOBAMBA;I-3;SIN PRESUPUESTO;NO;NO;-60441596;-76971282;AV. GRAU 451 BARRIO DE CALVARIO
ENFERMERIA;SEDE CENTRAL;2;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTIN;SAN MARTIN;TARAPOTO;GD-3;20827;POLICLINICO  PNP TARAPOTO;I-3;SIN PRESUPUESTO;NO;NO;-649255;-7636964;JR LOS GIRASOLES 300
ENFERMERIA;SEDE CENTRAL;2;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTÍN;SAN MARTÍN;LA BANDA DE SHILCAYO;GD-3;35261;POSTA MEDICA POLICIAL ESCUELA D EDUCACION SUPERIOR PROFESIONAL PNP TARAPOTO;I-2;SIN PRESUPUESTO;NO;NO;-64824784;-763726891;FERNANDO BELAUNDE TERRY
ENFERMERIA;SEDE CENTRAL;2;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTÍN;TOCACHE;SANTA LUCIA;GD-3;25272;PUESTO SANITARIO POLICIAL SANTA LUCIA;I-2;SIN PRESUPUESTO;NO;NO;-834429;-76389911;LAS PALMAS
ENFERMERIA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DEL EJERCITO DEL PERU;SAN MARTIN;SAN MARTIN;SAUCE;GD-4;26850;POSTA DE SALUD DE LA ESCUELA DE SELVA;I-2;SIN PRESUPUESTO;NO;NO;-668354983;-7621445693;SAUCE NUEVA ESPERANZA SN
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CAIRANI;GD-5;2872;PUESTO DE SALUD ANCOCALA;I-1;SIN PRESUPUESTO;NO;NO;-1730970643;-7038771894;CPM. ANCOCALA
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CAIRANI;GD-5;2871;PUESTO DE SALUD CAIRANI;I-2;SIN PRESUPUESTO;NO;NO;-172873632;-7036319688;CALLE PRINCIPAL  03 DE MAYO S/N
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CAMILACA;GD-4;2873;PUESTO DE SALUD CAMILACA;I-2;SIN PRESUPUESTO;NO;NO;-1724371541;-7038776175;AVENIDA TACNA S/N
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CANDARAVE;GD-5;2875;PUESTO DE SALUD TOTORA;I-1;SIN PRESUPUESTO;NO;NO;-1727997881;-7019402699;SECTOR TOTORA
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;JORGE BASADRE;ILABAYA;GD-2;2909;ILABAYA;I-3;SIN PRESUPUESTO;NO;NO;-1742060995;-7051357987;CALLE GRAL IGLESIAS S/N
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;JORGE BASADRE;ILABAYA;GD-3;2910;PUESTO DE SALUD BOROGUEÑA;I-1;SIN PRESUPUESTO;NO;NO;-1731437935;-7043864011;AVENIDA TACNA S/N
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;CALANA;GD-2;2892;PUESTO DE SALUD CALANA;I-2;SIN PRESUPUESTO;NO;NO;-1794405496;-701890291;GRAL. VARELA S/N
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;CIUDAD NUEVA;GD-3;2886;PUESTO DE SALUD CONO NORTE;I-2;SIN PRESUPUESTO;NO;NO;-179790222;-702334345;SECTOR CONO NORTE MANZANA 143 LOTE 29 CMTE 30
ENFERMERIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-5;2898;PUESTO DE SALUD VILAVILANI;I-2;SIN PRESUPUESTO;SI;NO;-1784968459;-6990590847;SECTOR VILAVILANI S/N
